   0.0000000e+00  -1.2447495e+01  -1.8581013e+01  -1.3283809e+01  -1.2505929e+01
   1.0000000e+00  -1.5231011e+01  -1.6191535e+01  -1.4452123e+01  -1.5141275e+01
   2.0000000e+00  -1.8440798e+01  -1.6604671e+01  -1.9550901e+01  -1.8040452e+01
   3.0000000e+00  -2.2142155e+01  -2.6291830e+01  -2.3030890e+01  -2.2740724e+01
   4.0000000e+00  -2.5764770e+01  -2.8681110e+01  -2.5478620e+01  -2.5514983e+01
   5.0000000e+00  -3.0395949e+01  -3.9789718e+01  -3.1609985e+01  -3.0892572e+01
   6.0000000e+00  -3.5480657e+01  -3.8389310e+01  -3.7116142e+01  -3.5252062e+01
   7.0000000e+00  -4.1787084e+01  -5.1083984e+01  -4.4676272e+01  -4.1568881e+01
