   4.0000000e+00   4.0952326e-01
   5.0000000e+00   2.7024601e-01
   5.5849625e+00   2.0188626e-01
   6.0000000e+00   1.6121300e-01
   6.3219281e+00   1.3423574e-01
   6.5849625e+00   1.1504271e-01
   6.8073549e+00   1.0070143e-01
   7.0000000e+00   8.9590906e-02
   7.1699250e+00   8.0741832e-02
   7.3219281e+00   7.3538903e-02
   7.4594316e+00   6.7572665e-02
   7.5849625e+00   6.2560054e-02
   7.7004397e+00   5.8299109e-02
   7.8073549e+00   5.4641855e-02
   7.9068906e+00   5.1477395e-02
   8.0000000e+00   4.8720971e-02
   8.0874628e+00   4.6306694e-02
   8.1699250e+00   4.4182566e-02
   8.2479275e+00   4.2306999e-02
   8.3219281e+00   4.0646333e-02
   8.3923174e+00   3.9173033e-02
   8.4594316e+00   3.7864351e-02
   8.5235620e+00   3.6701333e-02
   8.5849625e+00   3.5668053e-02
   8.6438562e+00   3.4751033e-02
   8.7004397e+00   3.3938789e-02
   8.7548875e+00   3.3221472e-02
   8.8073549e+00   3.2590589e-02
   8.8579810e+00   3.2038774e-02
   8.9068906e+00   3.1559606e-02
   8.9541963e+00   3.1147463e-02
   9.0000000e+00   3.0797397e-02
   9.0443941e+00   3.0505039e-02
   9.0874628e+00   3.0266514e-02
   9.1292830e+00   3.0078371e-02
   9.1699250e+00   2.9937527e-02
   9.2094534e+00   2.9841219e-02
   9.2479275e+00   2.9786960e-02
   9.2854022e+00   2.9772508e-02
   9.3219281e+00   2.9795834e-02
   9.3575520e+00   2.9855096e-02
   9.3923174e+00   2.9948617e-02
   9.4262648e+00   3.0074870e-02
   9.4594316e+00   3.0232455e-02
   9.4918531e+00   3.0420090e-02
   9.5235620e+00   3.0636596e-02
   9.5545889e+00   3.0880887e-02
   9.5849625e+00   3.1151960e-02
   9.6147098e+00   3.1448886e-02
   9.6438562e+00   3.1770806e-02
   9.6724253e+00   3.2116920e-02
   9.7004397e+00   3.2486481e-02
   9.7279205e+00   3.2878796e-02
   9.7548875e+00   3.3293213e-02
   9.7813597e+00   3.3729125e-02
   9.8073549e+00   3.4185961e-02
   9.8328900e+00   3.4663181e-02
   9.8579810e+00   3.5160282e-02
   9.8826430e+00   3.5676785e-02
   9.9068906e+00   3.6212238e-02
   9.9307373e+00   3.6766215e-02
   9.9541963e+00   3.7338310e-02
   9.9772799e+00   3.7928137e-02
   1.0000000e+01   3.8535331e-02
   1.0022368e+01   3.9159541e-02
   1.0044394e+01   3.9800436e-02
   1.0066089e+01   4.0457695e-02
   1.0087463e+01   4.1131013e-02
   1.0108524e+01   4.1820098e-02
   1.0129283e+01   4.2524669e-02
   1.0149747e+01   4.3244455e-02
   1.0169925e+01   4.3979197e-02
   1.0189825e+01   4.4728643e-02
   1.0209453e+01   4.5492551e-02
   1.0228819e+01   4.6270687e-02
   1.0247928e+01   4.7062825e-02
   1.0266787e+01   4.7868744e-02
   1.0285402e+01   4.8688232e-02
   1.0303781e+01   4.9521082e-02
   1.0321928e+01   5.0367092e-02
   1.0339850e+01   5.1226068e-02
   1.0357552e+01   5.2097817e-02
   1.0375039e+01   5.2982155e-02
   1.0392317e+01   5.3878899e-02
   1.0409391e+01   5.4787872e-02
   1.0426265e+01   5.5708900e-02
   1.0442943e+01   5.6641814e-02
   1.0459432e+01   5.7586448e-02
   1.0475733e+01   5.8542637e-02
   1.0491853e+01   5.9510223e-02
   1.0507795e+01   6.0489047e-02
   1.0523562e+01   6.1478957e-02
   1.0539159e+01   6.2479799e-02
   1.0554589e+01   6.3491425e-02
   1.0569856e+01   6.4513687e-02
   1.0584963e+01   6.5546441e-02
   1.0599913e+01   6.6589545e-02
   1.0614710e+01   6.7642858e-02
   1.0629357e+01   6.8706240e-02
   1.0643856e+01   6.9779556e-02
   1.0658211e+01   7.0862670e-02
   1.0672425e+01   7.1955448e-02
