   1.0686501e+01   7.3057760e-02
   1.0700440e+01   7.4169473e-02
   1.0714246e+01   7.5290460e-02
   1.0727920e+01   7.6420592e-02
   1.0741467e+01   7.7559744e-02
   1.0754888e+01   7.8707791e-02
   1.0768184e+01   7.9864609e-02
   1.0781360e+01   8.1030075e-02
   1.0794416e+01   8.2204068e-02
   1.0807355e+01   8.3386469e-02
   1.0820179e+01   8.4577157e-02
   1.0832890e+01   8.5776015e-02
   1.0845490e+01   8.6982925e-02
   1.0857981e+01   8.8197772e-02
   1.0870365e+01   8.9420440e-02
   1.0882643e+01   9.0650815e-02
   1.0894818e+01   9.1888783e-02
   1.0906891e+01   9.3134233e-02
   1.0918863e+01   9.4387052e-02
   1.0930737e+01   9.5647130e-02
   1.0942515e+01   9.6914357e-02
   1.0954196e+01   9.8188624e-02
   1.0965784e+01   9.9469821e-02
   1.0977280e+01   1.0075784e-01
   1.0988685e+01   1.0205258e-01
   1.1000000e+01   1.0335393e-01
   1.1011227e+01   1.0466179e-01
   1.1022368e+01   1.0597604e-01
   1.1033423e+01   1.0729660e-01
   1.1044394e+01   1.0862334e-01
   1.1055282e+01   1.0995618e-01
   1.1066089e+01   1.1129501e-01
   1.1076816e+01   1.1263973e-01
   1.1087463e+01   1.1399023e-01
   1.1098032e+01   1.1534643e-01
   1.1108524e+01   1.1670821e-01
   1.1118941e+01   1.1807549e-01
   1.1129283e+01   1.1944815e-01
   1.1139551e+01   1.2082612e-01
   1.1149747e+01   1.2220928e-01
   1.1159871e+01   1.2359755e-01
   1.1169925e+01   1.2499083e-01
   1.1179909e+01   1.2638902e-01
   1.1189825e+01   1.2779204e-01
   1.1199672e+01   1.2919978e-01
   1.1209453e+01   1.3061215e-01
   1.1219169e+01   1.3202907e-01
   1.1228819e+01   1.3345045e-01
   1.1238405e+01   1.3487618e-01
   1.1247928e+01   1.3630618e-01
   1.1257388e+01   1.3774037e-01
   1.1266787e+01   1.3917865e-01
   1.1276124e+01   1.4062094e-01
   1.1285402e+01   1.4206714e-01
   1.1294621e+01   1.4351717e-01
   1.1303781e+01   1.4497095e-01
   1.1312883e+01   1.4642839e-01
   1.1321928e+01   1.4788940e-01
   1.1330917e+01   1.4935390e-01
   1.1339850e+01   1.5082181e-01
   1.1348728e+01   1.5229304e-01
   1.1357552e+01   1.5376751e-01
   1.1366322e+01   1.5524514e-01
   1.1375039e+01   1.5672584e-01
   1.1383704e+01   1.5820955e-01
   1.1392317e+01   1.5969617e-01
   1.1400879e+01   1.6118562e-01
   1.1409391e+01   1.6267784e-01
   1.1417853e+01   1.6417274e-01
   1.1426265e+01   1.6567024e-01
   1.1434628e+01   1.6717026e-01
   1.1442943e+01   1.6867274e-01
   1.1451211e+01   1.7017759e-01
   1.1459432e+01   1.7168474e-01
   1.1467606e+01   1.7319412e-01
   1.1475733e+01   1.7470565e-01
   1.1483816e+01   1.7621925e-01
   1.1491853e+01   1.7773487e-01
   1.1499846e+01   1.7925241e-01
   1.1507795e+01   1.8077182e-01
   1.1515700e+01   1.8229302e-01
   1.1523562e+01   1.8381595e-01
   1.1531381e+01   1.8534052e-01
   1.1539159e+01   1.8686668e-01
   1.1546894e+01   1.8839436e-01
   1.1554589e+01   1.8992348e-01
   1.1562242e+01   1.9145399e-01
   1.1569856e+01   1.9298581e-01
   1.1577429e+01   1.9451888e-01
   1.1584963e+01   1.9605314e-01
   1.1592457e+01   1.9758851e-01
   1.1599913e+01   1.9912494e-01
   1.1607330e+01   2.0066237e-01
   1.1614710e+01   2.0220072e-01
   1.1622052e+01   2.0373994e-01
   1.1629357e+01   2.0527997e-01
   1.1636625e+01   2.0682075e-01
   1.1643856e+01   2.0836221e-01
   1.1651052e+01   2.0990430e-01
   1.1658211e+01   2.1144695e-01
   1.1665336e+01   2.1299012e-01
   1.1672425e+01   2.1453373e-01
   1.1679480e+01   2.1607774e-01
   1.1686501e+01   2.1762208e-01
   1.1693487e+01   2.1916671e-01
   1.1700440e+01   2.2071156e-01
   1.1707359e+01   2.2225658e-01
   1.1714246e+01   2.2380172e-01
   1.1721099e+01   2.2534692e-01
   1.1727920e+01   2.2689214e-01
   1.1734710e+01   2.2843730e-01
   1.1741467e+01   2.2998238e-01
   1.1748193e+01   2.3152731e-01
   1.1754888e+01   2.3307204e-01
   1.1761551e+01   2.3461652e-01
   1.1768184e+01   2.3616071e-01
   1.1774787e+01   2.3770455e-01
   1.1781360e+01   2.3924799e-01
   1.1787903e+01   2.4079100e-01
   1.1794416e+01   2.4233351e-01
   1.1800900e+01   2.4387549e-01
   1.1807355e+01   2.4541688e-01
   1.1813781e+01   2.4695765e-01
   1.1820179e+01   2.4849774e-01
   1.1826548e+01   2.5003711e-01
   1.1832890e+01   2.5157572e-01
   1.1839204e+01   2.5311352e-01
   1.1845490e+01   2.5465048e-01
   1.1851749e+01   2.5618654e-01
   1.1857981e+01   2.5772167e-01
   1.1864186e+01   2.5925582e-01
   1.1870365e+01   2.6078895e-01
   1.1876517e+01   2.6232103e-01
   1.1882643e+01   2.6385201e-01
   1.1888743e+01   2.6538186e-01
   1.1894818e+01   2.6691053e-01
   1.1900867e+01   2.6843799e-01
   1.1906891e+01   2.6996419e-01
   1.1912889e+01   2.7148911e-01
   1.1918863e+01   2.7301270e-01
   1.1924813e+01   2.7453493e-01
   1.1930737e+01   2.7605576e-01
   1.1936638e+01   2.7757516e-01
   1.1942515e+01   2.7909309e-01
   1.1948367e+01   2.8060952e-01
   1.1954196e+01   2.8212442e-01
   1.1960002e+01   2.8363774e-01
   1.1965784e+01   2.8514946e-01
   1.1971544e+01   2.8665954e-01
   1.1977280e+01   2.8816796e-01
   1.1982994e+01   2.8967468e-01
   1.1988685e+01   2.9117967e-01
   1.1994353e+01   2.9268290e-01
   1.2000000e+01   2.9418433e-01
