   4.0000000e+00  -5.7042714e+01  -6.7401946e+00  -6.7401618e+00  -6.3272534e+00
   5.0000000e+00  -5.1009368e+01  -9.5391373e+00  -9.5388611e+00  -9.3372945e+00
   5.5849625e+00  -4.7485198e+01  -1.1231823e+01  -1.1230871e+01  -1.1097505e+01
   6.0000000e+00  -4.4985618e+01  -1.2447495e+01  -1.2445214e+01  -1.2345525e+01
   6.3219281e+00  -4.3047060e+01  -1.3396490e+01  -1.3392006e+01  -1.3312371e+01
   6.5849625e+00  -4.1463258e+01  -1.4174951e+01  -1.4167169e+01  -1.4100824e+01
   6.8073549e+00  -4.0124233e+01  -1.4834907e+01  -1.4822513e+01  -1.4765607e+01
   7.0000000e+00  -3.8964354e+01  -1.5407707e+01  -1.5389171e+01  -1.5339300e+01
   7.1699250e+00  -3.7941295e+01  -1.5913702e+01  -1.5887280e+01  -1.5842844e+01
   7.3219281e+00  -3.7026157e+01  -1.6366858e+01  -1.6330596e+01  -1.6290473e+01
   7.4594316e+00  -3.6198332e+01  -1.6777173e+01  -1.6728909e+01  -1.6692282e+01
   7.5849625e+00  -3.5442601e+01  -1.7152051e+01  -1.7089425e+01  -1.7055678e+01
   7.7004397e+00  -3.4747410e+01  -1.7497129e+01  -1.7417585e+01  -1.7386244e+01
   7.8073549e+00  -3.4103777e+01  -1.7816797e+01  -1.7717593e+01  -1.7688285e+01
   7.9068906e+00  -3.3504581e+01  -1.8114541e+01  -1.7992758e+01  -1.7965181e+01
   8.0000000e+00  -3.2944082e+01  -1.8393178e+01  -1.8245726e+01  -1.8219636e+01
   8.0874628e+00  -3.2417586e+01  -1.8655011e+01  -1.8478644e+01  -1.8453838e+01
   8.1699250e+00  -3.1921204e+01  -1.8901953e+01  -1.8693280e+01  -1.8669588e+01
   8.2479275e+00  -3.1451679e+01  -1.9135607e+01  -1.8891102e+01  -1.8868382e+01
   8.3219281e+00  -3.1006253e+01  -1.9357329e+01  -1.9073350e+01  -1.9051479e+01
   8.3923174e+00  -3.0582576e+01  -1.9568280e+01  -1.9241079e+01  -1.9219954e+01
   8.4594316e+00  -3.0178622e+01  -1.9769458e+01  -1.9395199e+01  -1.9374728e+01
   8.5235620e+00  -2.9792640e+01  -1.9961728e+01  -1.9536502e+01  -1.9516608e+01
   8.5849625e+00  -2.9423098e+01  -2.0145846e+01  -1.9665688e+01  -1.9646304e+01
   8.6438562e+00  -2.9068655e+01  -2.0322474e+01  -1.9783382e+01  -1.9764448e+01
   8.7004397e+00  -2.8728126e+01  -2.0492200e+01  -1.9890146e+01  -1.9871611e+01
   8.7548875e+00  -2.8400461e+01  -2.0655541e+01  -1.9986495e+01  -1.9968313e+01
   8.8073549e+00  -2.8084725e+01  -2.0812961e+01  -2.0072903e+01  -2.0055036e+01
   8.8579810e+00  -2.7780081e+01  -2.0964874e+01  -2.0149813e+01  -2.0132225e+01
   8.9068906e+00  -2.7485776e+01  -2.1111652e+01  -2.0217640e+01  -2.0200302e+01
   8.9541963e+00  -2.7201133e+01  -2.1253632e+01  -2.0276778e+01  -2.0259665e+01
   9.0000000e+00  -2.6925539e+01  -2.1391116e+01  -2.0327604e+01  -2.0310693e+01
   9.0443941e+00  -2.6658437e+01  -2.1524382e+01  -2.0370481e+01  -2.0353753e+01
   9.0874628e+00  -2.6399321e+01  -2.1653680e+01  -2.0405758e+01  -2.0389195e+01
   9.1292830e+00  -2.6147727e+01  -2.1779239e+01  -2.0433773e+01  -2.0417362e+01
   9.1699250e+00  -2.5903231e+01  -2.1901270e+01  -2.0454857e+01  -2.0438585e+01
   9.2094534e+00  -2.5665446e+01  -2.2019966e+01  -2.0469329e+01  -2.0453186e+01
   9.2479275e+00  -2.5434014e+01  -2.2135504e+01  -2.0477502e+01  -2.0461480e+01
   9.2854022e+00  -2.5208604e+01  -2.2248048e+01  -2.0479681e+01  -2.0463773e+01
   9.3219281e+00  -2.4988913e+01  -2.2357748e+01  -2.0476164e+01  -2.0460364e+01
   9.3575520e+00  -2.4774657e+01  -2.2464746e+01  -2.0467241e+01  -2.0451544e+01
   9.3923174e+00  -2.4565576e+01  -2.2569171e+01  -2.0453193e+01  -2.0437597e+01
   9.4262648e+00  -2.4361425e+01  -2.2671145e+01  -2.0434296e+01  -2.0418798e+01
   9.4594316e+00  -2.4161979e+01  -2.2770778e+01  -2.0410817e+01  -2.0395414e+01
   9.4918531e+00  -2.3967026e+01  -2.2868177e+01  -2.0383014e+01  -2.0367706e+01
   9.5235620e+00  -2.3776369e+01  -2.2963440e+01  -2.0351138e+01  -2.0335923e+01
   9.5545889e+00  -2.3589823e+01  -2.3056657e+01  -2.0315432e+01  -2.0300310e+01
   9.5849625e+00  -2.3407215e+01  -2.3147916e+01  -2.0276128e+01  -2.0261100e+01
   9.6147098e+00  -2.3228384e+01  -2.3237297e+01  -2.0233453e+01  -2.0218518e+01
   9.6438562e+00  -2.3053177e+01  -2.3324875e+01  -2.0187622e+01  -2.0172781e+01
   9.6724253e+00  -2.2881450e+01  -2.3410722e+01  -2.0138844e+01  -2.0124097e+01
   9.7004397e+00  -2.2713069e+01  -2.3494905e+01  -2.0087317e+01  -2.0072665e+01
