   4.0000000e+00  -9.3375900e+00  -1.0206820e+01  -6.7401946e+00
   5.0000000e+00  -1.2347890e+01  -1.2760795e+01  -9.5391373e+00
   6.0000000e+00  -1.5358190e+01  -1.5559737e+01  -1.2447495e+01
   7.0000000e+00  -1.8368490e+01  -1.8468094e+01  -1.5407707e+01
   8.0000000e+00  -2.1378790e+01  -2.1428307e+01  -1.8393178e+01
   9.0000000e+00  -2.4389090e+01  -2.4413778e+01  -2.1391116e+01
   1.0000000e+01  -2.7399390e+01  -2.7411716e+01  -2.4395249e+01
   1.1000000e+01  -3.0409690e+01  -3.0415849e+01  -2.7402468e+01
   1.2000000e+01  -3.3419990e+01  -3.3423068e+01  -3.0411229e+01
